year;month;day;order;country;session ID;page 1 (main category);page 2 (clothing model);colour;location;model photography;price;price 2;page
2008;4;2;2;9;925;2;B15;9;5;1;38;2;1
2008;4;2;3;9;925;2;B17;6;6;2;38;2;1
2008;4;2;4;9;925;2;B2;3;1;2;57;1;1
2008;4;2;5;9;925;2;B4;10;2;1;52;1;1
2008;4;2;6;9;925;3;C23;3;2;1;43;1;2
2008;4;2;7;9;925;3;C22;11;2;2;43;1;2
2008;4;2;8;9;925;3;C20;13;1;2;48;1;2
2008;4;2;9;9;925;3;C31;12;5;1;33;2;2
2008;4;2;10;9;925;3;C49;4;5;2;26;2;3
2008;4;2;11;9;925;3;C50;9;5;2;20;2;3
2008;4;2;1;29;926;1;A3;3;1;1;72;1;1
2008;4;2;2;29;926;1;A9;3;3;1;82;1;1
2008;4;2;3;29;926;1;A17;2;6;1;62;1;1
2008;4;2;4;29;926;1;A16;1;6;1;33;2;1
2008;4;2;5;29;926;1;A15;14;5;2;33;2;1
2008;4;2;6;29;926;1;A15;14;5;2;33;2;1
2008;4;2;7;29;926;1;A14;3;5;1;60;1;1
2008;4;2;8;29;926;1;A13;1;5;1;28;2;1
2008;4;2;9;29;926;1;A12;2;4;1;38;2;1
2008;4;2;10;29;926;1;A11;3;4;1;62;1;1
2008;4;2;11;29;926;1;A13;1;5;1;28;2;1
2008;4;2;12;29;926;1;A21;1;1;1;62;1;2
2008;4;2;13;29;926;1;A43;2;3;1;62;1;3
2008;4;2;14;29;926;1;A43;2;3;1;62;1;3
2008;4;2;15;29;926;1;A40;4;2;2;38;2;3
2008;4;2;1;9;927;2;B4;10;2;1;52;1;1
2008;4;2;2;9;927;2;B30;9;4;1;57;1;2
2008;4;2;3;9;927;3;C4;4;2;1;48;1;1
2008;4;2;4;9;927;3;C16;13;6;1;28;2;1
2008;4;2;5;9;927;1;A1;8;1;1;28;2;1
2008;4;2;6;9;927;1;A9;3;3;1;82;1;1
2008;4;2;1;9;928;1;A1;8;1;1;28;2;1
2008;4;2;2;9;928;1;A4;3;2;2;38;2;1
2008;4;2;3;9;928;1;A17;2;6;1;62;1;1
2008;4;2;4;9;928;1;A16;1;6;1;33;2;1
2008;4;2;5;9;928;2;B16;12;6;1;52;1;1
2008;4;2;1;9;929;3;C5;11;2;1;48;1;1
2008;4;2;1;29;930;1;A31;6;5;2;62;1;2
2008;4;2;2;29;930;1;A31;6;5;2;62;1;2
2008;4;2;3;29;930;1;A26;2;3;1;38;2;2
2008;4;2;4;29;930;1;A29;2;4;1;60;1;2
2008;4;2;5;29;930;1;A9;3;3;1;82;1;1
2008;4;2;6;29;930;1;A14;3;5;1;60;1;1
2008;4;2;7;29;930;1;A1;8;1;1;28;2;1
2008;4;2;8;29;930;1;A17;2;6;1;62;1;1
2008;4;2;9;29;930;1;A32;2;5;1;38;2;2
2008;4;2;10;29;930;4;P23;6;2;2;28;2;2
2008;4;2;1;29;931;4;P36;2;6;1;43;1;2
2008;4;2;2;29;931;4;P50;6;5;2;33;2;3
2008;4;2;3;29;931;4;P56;2;1;1;33;2;4
2008;4;2;4;29;931;4;P56;2;1;1;33;2;4
2008;4;2;1;29;932;1;A4;3;2;2;38;2;1
2008;4;2;2;29;932;1;A15;14;5;2;33;2;1
2008;4;2;3;29;932;3;C3;6;1;2;23;2;1
2008;4;2;4;29;932;3;C1;4;1;2;28;2;1
2008;4;2;5;29;932;1;A15;14;5;2;33;2;1
2008;4;2;1;29;933;1;A5;3;2;1;43;2;1
2008;4;2;2;29;933;1;A16;1;6;1;33;2;1
2008;4;2;3;29;933;1;A21;1;1;1;62;1;2
2008;4;2;1;9;934;3;C53;14;6;1;38;2;3
2008;4;2;1;9;935;2;B4;10;2;1;52;1;1
2008;4;2;1;29;936;2;B10;2;4;1;67;1;1
2008;4;2;2;29;936;3;C5;11;2;1;48;1;1
2008;4;2;3;29;936;4;P43;7;3;2;38;1;3
2008;4;2;4;29;936;3;C5;11;2;1;48;1;1
2008;4;2;5;29;936;1;A40;4;2;2;38;2;3
2008;4;2;1;29;937;3;C7;13;3;1;48;1;1
2008;4;2;1;29;938;1;A4;3;2;2;38;2;1
2008;4;2;2;29;938;1;A26;2;3;1;38;2;2
2008;4;2;3;29;938;1;A28;1;4;2;43;2;2
2008;4;2;4;29;938;1;A31;6;5;2;62;1;2
2008;4;2;5;29;938;4;P82;6;4;2;48;1;5
2008;4;2;1;29;939;1;A4;3;2;2;38;2;1
2008;4;2;1;34;940;1;A11;3;4;1;62;1;1
2008;4;2;2;34;940;1;A2;3;1;1;43;2;1
2008;4;2;1;29;941;4;P17;2;6;2;38;1;1
2008;4;2;1;24;942;3;C1;4;1;2;28;2;1
2008;4;2;2;24;942;3;C17;14;6;1;48;1;1
2008;4;2;3;24;942;1;A4;3;2;2;38;2;1
2008;4;2;4;24;942;1;A12;2;4;1;38;2;1
2008;4;2;5;24;942;1;A15;14;5;2;33;2;1
2008;4;2;6;24;942;1;A32;2;5;1;38;2;2
2008;4;2;7;24;942;1;A10;3;4;1;38;2;1
2008;4;2;8;24;942;2;B10;2;4;1;67;1;1
2008;4;2;9;24;942;2;B13;12;5;2;62;1;1
2008;4;2;10;24;942;2;B12;2;4;1;38;2;1
2008;4;2;11;24;942;2;B15;9;5;1;38;2;1
2008;4;2;12;24;942;2;B24;11;2;1;57;1;2
2008;4;2;13;24;942;2;B30;9;4;1;57;1;2
2008;4;2;14;24;942;2;B19;13;1;1;38;2;2
2008;4;2;15;24;942;1;A3;3;1;1;72;1;1
2008;4;2;1;29;943;3;C19;12;1;1;48;1;2
2008;4;2;2;29;943;3;C34;7;6;1;48;1;2
2008;4;2;3;29;943;3;C33;14;5;1;48;1;2
2008;4;2;4;29;943;3;C46;2;4;1;48;1;3
2008;4;2;5;29;943;3;C44;14;3;1;55;1;3
2008;4;2;6;29;943;2;B12;2;4;1;38;2;1
2008;4;2;7;29;943;2;B10;2;4;1;67;1;1
2008;4;2;8;29;943;2;B11;2;4;1;43;2;1
2008;4;2;9;29;943;2;B13;12;5;2;62;1;1
2008;4;2;10;29;943;2;B14;2;5;1;62;1;1
2008;4;2;11;29;943;2;B13;12;5;2;62;1;1
2008;4;2;12;29;943;2;B10;2;4;1;67;1;1
2008;4;2;1;29;944;1;A1;8;1;1;28;2;1
2008;4;2;2;29;944;1;A10;3;4;1;38;2;1
2008;4;2;3;29;944;1;A25;1;3;1;38;2;2
2008;4;2;4;29;944;1;A41;4;2;1;43;2;3
2008;4;2;5;29;944;3;C1;4;1;2;28;2;1
2008;4;2;6;29;944;3;C4;4;2;1;48;1;1
2008;4;2;7;29;944;3;C6;6;2;1;33;2;1
2008;4;2;8;29;944;3;C11;7;4;1;33;2;1
2008;4;2;9;29;944;4;P41;9;2;2;43;1;3
2008;4;2;1;29;945;1;A15;14;5;2;33;2;1
2008;4;2;2;29;945;1;A10;3;4;1;38;2;1
2008;4;2;3;29;945;3;C2;12;1;1;43;1;1
2008;4;2;4;29;945;3;C5;11;2;1;48;1;1
2008;4;2;5;29;945;3;C17;14;6;1;48;1;1
2008;4;2;6;29;945;3;C14;9;5;1;23;2;1
2008;4;2;7;29;945;3;C3;6;1;2;23;2;1
2008;4;2;8;29;945;4;P1;3;1;1;38;1;1
2008;4;2;9;29;945;4;P15;4;5;2;38;1;1
2008;4;2;10;29;945;4;P16;7;6;1;33;2;1
2008;4;2;11;29;945;4;P33;9;5;1;43;1;2
2008;4;2;12;29;945;4;P40;4;2;1;43;1;3
2008;4;2;13;29;945;4;P41;9;2;2;43;1;3
2008;4;2;1;29;946;2;B2;3;1;2;57;1;1
2008;4;2;2;29;946;2;B4;10;2;1;52;1;1
2008;4;2;3;29;946;4;P16;7;6;1;33;2;1
2008;4;2;1;29;947;3;C2;12;1;1;43;1;1
2008;4;2;2;29;947;3;C10;9;4;2;28;2;1
2008;4;2;3;29;947;4;P15;4;5;2;38;1;1
2008;4;2;4;29;947;4;P10;4;4;2;65;1;1
2008;4;2;5;29;947;4;P17;2;6;2;38;1;1
2008;4;2;6;29;947;4;P16;7;6;1;33;2;1
2008;4;2;7;29;947;4;P31;2;5;2;33;2;2
2008;4;2;8;29;947;4;P27;6;3;2;33;2;2
2008;4;2;9;29;947;4;P23;6;2;2;28;2;2
2008;4;2;10;29;947;4;P37;2;1;1;43;1;3
2008;4;2;11;29;947;4;P40;4;2;1;43;1;3
2008;4;2;12;29;947;4;P75;7;1;1;33;2;5
2008;4;2;13;29;947;4;P24;6;2;1;43;1;2
2008;4;2;14;29;947;4;P21;4;1;1;33;2;2
2008;4;2;15;29;947;4;P34;9;6;2;48;1;2
2008;4;2;16;29;947;4;P36;2;6;1;43;1;2
2008;4;2;17;29;947;4;P27;6;3;2;33;2;2
2008;4;2;18;29;947;3;C3;6;1;2;23;2;1
2008;4;2;19;29;947;1;A37;2;1;1;62;1;3
2008;4;2;20;29;947;4;P38;9;1;1;33;2;3
2008;4;2;21;29;947;4;P65;9;4;2;43;1;4
2008;4;2;22;29;947;4;P57;4;1;1;43;1;4
2008;4;2;23;29;947;4;P72;14;6;1;33;2;4
2008;4;2;24;29;947;4;P74;12;1;2;33;2;5
2008;4;2;25;29;947;4;P31;2;5;2;33;2;2
2008;4;2;1;29;948;1;A21;1;1;1;62;1;2
2008;4;2;2;29;948;1;A2;3;1;1;43;2;1
2008;4;2;3;29;948;2;B16;12;6;1;52;1;1
2008;4;2;4;29;948;2;B32;6;5;1;38;2;2
2008;4;2;5;29;948;3;C56;6;1;2;57;1;4
2008;4;2;6;29;948;4;P16;7;6;1;33;2;1
2008;4;2;7;29;948;4;P1;3;1;1;38;1;1
2008;4;2;8;29;948;4;P2;3;1;1;28;2;1
2008;4;2;9;29;948;4;P3;2;1;1;48;1;1
2008;4;2;10;29;948;4;P4;4;2;1;38;1;1
2008;4;2;11;29;948;4;P5;3;2;1;23;2;1
2008;4;2;12;29;948;4;P6;2;2;1;43;1;1
2008;4;2;13;29;948;4;P7;4;3;2;28;2;1
2008;4;2;14;29;948;4;P8;2;3;1;28;2;1
2008;4;2;15;29;948;4;P9;4;3;2;23;2;1
2008;4;2;16;29;948;4;P10;4;4;2;65;1;1
2008;4;2;17;29;948;4;P11;4;4;2;38;1;1
2008;4;2;18;29;948;4;P12;4;4;1;33;2;1
2008;4;2;19;29;948;4;P12;4;4;1;33;2;1
2008;4;2;20;29;948;4;P13;4;5;1;38;1;1
2008;4;2;21;29;948;4;P14;2;5;2;38;1;1
2008;4;2;22;29;948;4;P15;4;5;2;38;1;1
2008;4;2;23;29;948;4;P17;2;6;2;38;1;1
2008;4;2;24;29;948;4;P18;2;6;1;28;2;1
2008;4;2;25;29;948;4;P19;2;1;1;48;1;2
2008;4;2;26;29;948;4;P11;4;4;2;38;1;1
2008;4;2;27;29;948;4;P20;7;1;1;23;2;2
2008;4;2;28;29;948;4;P21;4;1;1;33;2;2
2008;4;2;29;29;948;4;P23;6;2;2;28;2;2
2008;4;2;30;29;948;4;P24;6;2;1;43;1;2
2008;4;2;31;29;948;4;P25;2;3;2;43;1;2
2008;4;2;32;29;948;4;P26;4;3;1;43;1;2
2008;4;2;33;29;948;4;P27;6;3;2;33;2;2
2008;4;2;34;29;948;4;P29;5;4;2;33;2;2
2008;4;2;35;29;948;4;P30;4;4;1;33;2;2
2008;4;2;36;29;948;4;P31;2;5;2;33;2;2
2008;4;2;37;29;948;4;P32;3;5;2;43;1;2
2008;4;2;38;29;948;4;P33;9;5;1;43;1;2
2008;4;2;39;29;948;4;P34;9;6;2;48;1;2
2008;4;2;40;29;948;4;P35;4;6;1;28;2;2
2008;4;2;41;29;948;4;P36;2;6;1;43;1;2
2008;4;2;42;29;948;4;P37;2;1;1;43;1;3
2008;4;2;43;29;948;4;P41;9;2;2;43;1;3
2008;4;2;44;29;948;4;P48;9;4;2;33;2;3
2008;4;2;45;29;948;4;P49;14;5;1;33;2;3
2008;4;2;46;29;948;4;P50;6;5;2;33;2;3
2008;4;2;47;29;948;4;P61;1;3;2;28;2;4
2008;4;2;48;29;948;4;P82;6;4;2;48;1;5
2008;4;2;49;29;948;4;P78;14;2;2;48;1;5
2008;4;2;50;29;948;4;P76;2;2;2;43;1;5
2008;4;2;51;29;948;4;P63;14;3;2;28;2;4
2008;4;2;1;9;949;1;A4;3;2;2;38;2;1
2008;4;2;1;29;950;3;C5;11;2;1;48;1;1
2008;4;2;1;44;951;3;C44;14;3;1;55;1;3
2008;4;2;2;44;951;3;C45;11;3;1;55;1;3
2008;4;2;3;44;951;4;P13;4;5;1;38;1;1
2008;4;2;4;44;951;2;B13;12;5;2;62;1;1
2008;4;2;5;44;951;2;B5;14;2;2;52;1;1
2008;4;2;6;44;951;1;A12;2;4;1;38;2;1
2008;4;2;7;44;951;1;A2;3;1;1;43;2;1
2008;4;2;8;44;951;1;A26;2;3;1;38;2;2
2008;4;2;9;44;951;1;A3;3;1;1;72;1;1
2008;4;2;10;44;951;3;C26;14;3;1;28;2;2
2008;4;2;11;44;951;4;P49;14;5;1;33;2;3
2008;4;2;12;44;951;4;P9;4;3;2;23;2;1
2008;4;2;13;44;951;2;B23;7;2;1;38;2;2
2008;4;2;14;44;951;1;A1;8;1;1;28;2;1
2008;4;2;15;44;951;1;A11;3;4;1;62;1;1
2008;4;2;16;44;951;1;A13;1;5;1;28;2;1
2008;4;2;17;44;951;1;A19;12;1;2;33;2;2
2008;4;2;1;29;952;1;A1;8;1;1;28;2;1
2008;4;2;2;29;952;1;A2;3;1;1;43;2;1
2008;4;2;3;29;952;1;A3;3;1;1;72;1;1
2008;4;2;4;29;952;1;A6;3;2;1;43;2;1
2008;4;2;5;29;952;1;A32;2;5;1;38;2;2
2008;4;2;6;29;952;1;A10;3;4;1;38;2;1
2008;4;2;1;29;953;1;A18;4;6;1;38;2;1
2008;4;2;2;29;953;1;A22;4;2;1;62;1;2
2008;4;2;3;29;953;1;A38;6;1;1;62;1;3
2008;4;2;1;29;954;4;P6;2;2;1;43;1;1
2008;4;2;2;29;954;4;P49;14;5;1;33;2;3
2008;4;2;3;29;954;4;P75;7;1;1;33;2;5
2008;4;2;4;29;954;4;P75;7;1;1;33;2;5
2008;4;2;1;29;955;3;C5;11;2;1;48;1;1
2008;4;2;2;29;955;3;C7;13;3;1;48;1;1
2008;4;2;3;29;955;1;A10;3;4;1;38;2;1
2008;4;2;4;29;955;2;B2;3;1;2;57;1;1
2008;4;2;5;29;955;2;B16;12;6;1;52;1;1
2008;4;2;6;29;955;2;B13;12;5;2;62;1;1
2008;4;2;7;29;955;2;B25;6;3;1;38;2;2
2008;4;2;8;29;955;3;C7;13;3;1;48;1;1
2008;4;2;9;29;955;2;B32;6;5;1;38;2;2
2008;4;2;10;29;955;3;C5;11;2;1;48;1;1
2008;4;2;11;29;955;3;C29;6;4;2;52;1;2
2008;4;2;12;29;955;3;C40;14;2;2;28;2;3
2008;4;2;13;29;955;3;C50;9;5;2;20;2;3
2008;4;2;14;29;955;3;C56;6;1;2;57;1;4
2008;4;2;15;29;955;3;C6;6;2;1;33;2;1
2008;4;2;16;29;955;3;C6;6;2;1;33;2;1
2008;4;2;17;29;955;3;C29;6;4;2;52;1;2
2008;4;2;18;29;955;4;P1;3;1;1;38;1;1
2008;4;2;19;29;955;4;P43;7;3;2;38;1;3
2008;4;2;20;29;955;4;P50;6;5;2;33;2;3
2008;4;2;21;29;955;4;P55;14;1;2;33;2;4
2008;4;2;22;29;955;4;P60;14;2;1;28;2;4
2008;4;2;23;29;955;4;P59;2;2;2;38;1;4
2008;4;2;24;29;955;4;P70;6;6;2;38;1;4
2008;4;2;25;29;955;4;P72;14;6;1;33;2;4
2008;4;2;26;29;955;4;P82;6;4;2;48;1;5
2008;4;2;1;29;956;4;P1;3;1;1;38;1;1
2008;4;2;2;29;956;4;P3;2;1;1;48;1;1
2008;4;2;3;29;956;4;P6;2;2;1;43;1;1
2008;4;2;4;29;956;4;P14;2;5;2;38;1;1
2008;4;2;5;29;956;3;C2;12;1;1;43;1;1
2008;4;2;6;29;956;3;C3;6;1;2;23;2;1
2008;4;2;7;29;956;3;C5;11;2;1;48;1;1
2008;4;2;8;29;956;3;C6;6;2;1;33;2;1
2008;4;2;9;29;956;3;C8;2;3;2;48;1;1
2008;4;2;10;29;956;3;C14;9;5;1;23;2;1
2008;4;2;11;29;956;4;P15;4;5;2;38;1;1
2008;4;2;12;29;956;4;P15;4;5;2;38;1;1
2008;4;2;13;29;956;4;P16;7;6;1;33;2;1
2008;4;2;14;29;956;4;P50;6;5;2;33;2;3
2008;4;2;15;29;956;4;P55;14;1;2;33;2;4
2008;4;2;16;29;956;4;P74;12;1;2;33;2;5
2008;4;2;17;29;956;1;A13;1;5;1;28;2;1
2008;4;2;18;29;956;1;A15;14;5;2;33;2;1
2008;4;2;19;29;956;1;A30;6;4;1;38;2;2
2008;4;2;20;29;956;1;A27;3;3;1;55;1;2
2008;4;2;21;29;956;1;A33;1;5;1;38;2;2
2008;4;2;22;29;956;1;A38;6;1;1;62;1;3
2008;4;2;23;29;956;3;C33;14;5;1;48;1;2
2008;4;2;24;29;956;3;C29;6;4;2;52;1;2
2008;4;2;25;29;956;3;C23;3;2;1;43;1;2
2008;4;2;26;29;956;2;B1;4;1;1;57;1;1
2008;4;2;27;29;956;2;B4;10;2;1;52;1;1
2008;4;2;28;29;956;2;B33;6;5;2;33;2;2
2008;4;2;29;29;956;2;B27;2;3;1;57;1;2
2008;4;2;30;29;956;3;C8;2;3;2;48;1;1
2008;4;2;1;29;957;2;B13;12;5;2;62;1;1
2008;4;2;2;29;957;2;B17;6;6;2;38;2;1
2008;4;2;3;29;957;2;B21;12;1;1;67;1;2
2008;4;2;4;29;957;2;B23;7;2;1;38;2;2
2008;4;2;5;29;957;2;B32;6;5;1;38;2;2
2008;4;2;6;29;957;2;B24;11;2;1;57;1;2
2008;4;2;7;29;957;2;B26;13;3;1;57;1;2
2008;4;2;8;29;957;3;C24;12;2;1;33;2;2
2008;4;3;1;29;958;3;C14;9;5;1;23;2;1
2008;4;3;1;29;959;4;P1;3;1;1;38;1;1
2008;4;3;2;29;959;4;P2;3;1;1;28;2;1
2008;4;3;3;29;959;4;P3;2;1;1;48;1;1
2008;4;3;4;29;959;4;P50;6;5;2;33;2;3
2008;4;3;5;29;959;4;P49;14;5;1;33;2;3
2008;4;3;6;29;959;4;P63;14;3;2;28;2;4
2008;4;3;7;29;959;4;P71;2;6;2;33;2;4
2008;4;3;8;29;959;4;P65;9;4;2;43;1;4
2008;4;3;9;29;959;4;P70;6;6;2;38;1;4
2008;4;3;10;29;959;4;P39;14;1;1;43;1;3
2008;4;3;1;9;960;1;A2;3;1;1;43;2;1
2008;4;3;1;29;961;1;A7;3;3;1;43;2;1
2008;4;3;2;29;961;1;A20;2;1;2;38;2;2
2008;4;3;3;29;961;1;A2;3;1;1;43;2;1
2008;4;3;4;29;961;1;A32;2;5;1;38;2;2
2008;4;3;5;29;961;1;A41;4;2;1;43;2;3
2008;4;3;1;9;962;1;A15;14;5;2;33;2;1
2008;4;3;2;9;962;1;A15;14;5;2;33;2;1
2008;4;3;3;9;962;1;A17;2;6;1;62;1;1
2008;4;3;1;16;963;1;A1;8;1;1;28;2;1
2008;4;3;2;16;963;1;A2;3;1;1;43;2;1
2008;4;3;3;16;963;1;A3;3;1;1;72;1;1
2008;4;3;4;16;963;1;A9;3;3;1;82;1;1
2008;4;3;5;16;963;1;A5;3;2;1;43;2;1
2008;4;3;6;16;963;3;C9;6;3;1;48;1;1
2008;4;3;7;16;963;3;C7;13;3;1;48;1;1
2008;4;3;8;16;963;4;P11;4;4;2;38;1;1
2008;4;3;9;16;963;4;P3;2;1;1;48;1;1
2008;4;3;10;16;963;4;P23;6;2;2;28;2;2
2008;4;3;11;16;963;4;P39;14;1;1;43;1;3
2008;4;3;12;16;963;4;P43;7;3;2;38;1;3
2008;4;3;13;16;963;2;B3;12;1;1;52;1;1
2008;4;3;14;16;963;2;B2;3;1;2;57;1;1
2008;4;3;1;24;964;1;A15;14;5;2;33;2;1
2008;4;3;1;29;965;1;A7;3;3;1;43;2;1
2008;4;3;2;29;965;1;A15;14;5;2;33;2;1
2008;4;3;1;29;966;1;A10;3;4;1;38;2;1
2008;4;3;2;29;966;1;A10;3;4;1;38;2;1
2008;4;3;3;29;966;1;A12;2;4;1;38;2;1
2008;4;3;4;29;966;1;A10;3;4;1;38;2;1
2008;4;3;5;29;966;3;C3;6;1;2;23;2;1
2008;4;3;6;29;966;1;A10;3;4;1;38;2;1
2008;4;3;7;29;966;1;A1;8;1;1;28;2;1
2008;4;3;8;29;966;4;P23;6;2;2;28;2;2
2008;4;3;9;29;966;3;C7;13;3;1;48;1;1
2008;4;3;10;29;966;3;C30;2;4;2;28;2;2
2008;4;3;11;29;966;3;C25;2;3;1;33;2;2
2008;4;3;12;29;966;3;C48;6;4;1;28;2;3
2008;4;3;13;29;966;3;C50;9;5;2;20;2;3
2008;4;3;14;29;966;3;C35;9;6;1;50;1;2
2008;4;3;15;29;966;3;C24;12;2;1;33;2;2
2008;4;3;16;29;966;4;P4;4;2;1;38;1;1
2008;4;3;17;29;966;4;P1;3;1;1;38;1;1
2008;4;3;18;29;966;4;P1;3;1;1;38;1;1
2008;4;3;19;29;966;4;P14;2;5;2;38;1;1
2008;4;3;20;29;966;3;C24;12;2;1;33;2;2
2008;4;3;21;29;966;3;C25;2;3;1;33;2;2
2008;4;3;22;29;966;1;A10;3;4;1;38;2;1
2008;4;3;23;29;966;4;P15;4;5;2;38;1;1
2008;4;3;24;29;966;4;P15;4;5;2;38;1;1
2008;4;3;25;29;966;4;P2;3;1;1;28;2;1
2008;4;3;26;29;966;4;P1;3;1;1;38;1;1
2008;4;3;27;29;966;1;A11;3;4;1;62;1;1
2008;4;3;28;29;966;1;A9;3;3;1;82;1;1
2008;4;3;29;29;966;1;A10;3;4;1;38;2;1
2008;4;3;30;29;966;3;C25;2;3;1;33;2;2
2008;4;3;1;29;967;1;A2;3;1;1;43;2;1
2008;4;3;2;29;967;1;A9;3;3;1;82;1;1
2008;4;3;3;29;967;4;P1;3;1;1;38;1;1
2008;4;3;4;29;967;1;A2;3;1;1;43;2;1
2008;4;3;5;29;967;1;A3;3;1;1;72;1;1
2008;4;3;6;29;967;1;A8;3;3;1;62;1;1
2008;4;3;7;29;967;4;P1;3;1;1;38;1;1
2008;4;3;1;29;968;2;B13;12;5;2;62;1;1
2008;4;3;2;29;968;2;B11;2;4;1;43;2;1
2008;4;3;3;29;968;2;B4;10;2;1;52;1;1
2008;4;3;1;29;969;1;A16;1;6;1;33;2;1
2008;4;3;2;29;969;1;A7;3;3;1;43;2;1
2008;4;3;3;29;969;1;A10;3;4;1;38;2;1
2008;4;3;4;29;969;2;B4;10;2;1;52;1;1
2008;4;3;5;29;969;2;B16;12;6;1;52;1;1
2008;4;3;1;29;970;1;A11;3;4;1;62;1;1
2008;4;3;2;29;970;1;A10;3;4;1;38;2;1
2008;4;3;3;29;970;1;A17;2;6;1;62;1;1
2008;4;3;4;29;970;1;A7;3;3;1;43;2;1
2008;4;3;5;29;970;4;P17;2;6;2;38;1;1
2008;4;3;1;29;971;1;A5;3;2;1;43;2;1
2008;4;3;2;29;971;1;A11;3;4;1;62;1;1
2008;4;3;3;29;971;1;A11;3;4;1;62;1;1
2008;4;3;4;29;971;1;A14;3;5;1;60;1;1
2008;4;3;5;29;971;2;B11;2;4;1;43;2;1
2008;4;3;6;29;971;3;C5;11;2;1;48;1;1
2008;4;3;7;29;971;3;C26;14;3;1;28;2;2
2008;4;3;8;29;971;3;C40;14;2;2;28;2;3
2008;4;3;9;29;971;3;C58;14;2;2;48;1;4
2008;4;3;10;29;971;4;P6;2;2;1;43;1;1
2008;4;3;11;29;971;4;P55;14;1;2;33;2;4
2008;4;3;1;24;972;1;A4;3;2;2;38;2;1
2008;4;3;1;29;973;2;B11;2;4;1;43;2;1
2008;4;3;2;29;973;2;B10;2;4;1;67;1;1
2008;4;3;3;29;973;2;B14;2;5;1;62;1;1
2008;4;3;4;29;973;2;B21;12;1;1;67;1;2
2008;4;3;5;29;973;2;B29;2;4;1;62;1;2
2008;4;3;6;29;973;2;B23;7;2;1;38;2;2
2008;4;3;7;29;973;2;B30;9;4;1;57;1;2
2008;4;3;8;29;973;2;B32;6;5;1;38;2;2
2008;4;3;9;29;973;4;P2;3;1;1;28;2;1
2008;4;3;1;29;974;1;A12;2;4;1;38;2;1
2008;4;3;2;29;974;1;A18;4;6;1;38;2;1
2008;4;3;3;29;974;1;A17;2;6;1;62;1;1
2008;4;3;4;29;974;1;A3;3;1;1;72;1;1
2008;4;3;5;29;974;1;A6;3;2;1;43;2;1
2008;4;3;6;29;974;4;P3;2;1;1;48;1;1
2008;4;3;7;29;974;4;P7;4;3;2;28;2;1
2008;4;3;8;29;974;4;P9;4;3;2;23;2;1
2008;4;3;9;29;974;4;P16;7;6;1;33;2;1
2008;4;3;10;29;974;4;P15;4;5;2;38;1;1
2008;4;3;11;29;974;4;P3;2;1;1;48;1;1
2008;4;3;12;29;974;4;P36;2;6;1;43;1;2
2008;4;3;1;29;975;2;B6;2;2;1;52;1;1
2008;4;3;2;29;975;2;B14;2;5;1;62;1;1
2008;4;3;3;29;975;3;C5;11;2;1;48;1;1
2008;4;3;4;29;975;1;A17;2;6;1;62;1;1
2008;4;3;1;9;976;2;B21;12;1;1;67;1;2
2008;4;3;2;9;976;2;B32;6;5;1;38;2;2
2008;4;3;3;9;976;2;B30;9;4;1;57;1;2
2008;4;3;1;29;977;2;B24;11;2;1;57;1;2
2008;4;3;1;29;978;1;A5;3;2;1;43;2;1
2008;4;3;2;29;978;2;B32;6;5;1;38;2;2
2008;4;3;3;29;978;2;B24;11;2;1;57;1;2
2008;4;3;1;29;979;3;C9;6;3;1;48;1;1
2008;4;3;2;29;979;3;C12;14;4;1;43;1;1
2008;4;3;3;29;979;3;C17;14;6;1;48;1;1
2008;4;3;4;29;979;3;C21;14;1;1;57;1;2
2008;4;3;5;29;979;3;C42;7;2;1;28;2;3
2008;4;3;6;29;979;3;C54;14;6;1;57;1;3
2008;4;3;7;29;979;2;B8;4;3;2;52;1;1
2008;4;3;8;29;979;4;P6;2;2;1;43;1;1
2008;4;3;1;29;980;4;P37;2;1;1;43;1;3
2008;4;3;1;24;981;2;B4;10;2;1;52;1;1
2008;4;3;1;12;982;1;A15;14;5;2;33;2;1
2008;4;3;1;29;983;1;A29;2;4;1;60;1;2
2008;4;3;2;29;983;1;A37;2;1;1;62;1;3
2008;4;3;3;29;983;4;P14;2;5;2;38;1;1
2008;4;3;4;29;983;4;P6;2;2;1;43;1;1
2008;4;3;5;29;983;4;P23;6;2;2;28;2;2
2008;4;3;6;29;983;4;P17;2;6;2;38;1;1
2008;4;3;7;29;983;4;P1;3;1;1;38;1;1
2008;4;3;8;29;983;4;P3;2;1;1;48;1;1
2008;4;3;9;29;983;4;P7;4;3;2;28;2;1
2008;4;3;10;29;983;4;P8;2;3;1;28;2;1
2008;4;3;11;29;983;4;P23;6;2;2;28;2;2
2008;4;3;12;29;983;4;P36;2;6;1;43;1;2
2008;4;3;13;29;983;1;A11;3;4;1;62;1;1
2008;4;3;14;29;983;1;A17;2;6;1;62;1;1
2008;4;3;15;29;983;1;A34;2;6;1;38;2;2
2008;4;3;16;29;983;1;A30;6;4;1;38;2;2
2008;4;3;17;29;983;1;A34;2;6;1;38;2;2
2008;4;3;18;29;983;1;A43;2;3;1;62;1;3
2008;4;3;19;29;983;1;A37;2;1;1;62;1;3
2008;4;3;20;29;983;1;A9;3;3;1;82;1;1
2008;4;3;21;29;983;1;A14;3;5;1;60;1;1
2008;4;3;22;29;983;1;A12;2;4;1;38;2;1
2008;4;3;23;29;983;1;A34;2;6;1;38;2;2
